show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s3637,TV Show,Money Heist 577,Shawn Levy,Henry Cavill|Sam Claflin,Japan,12-Nov-22,1997,PG-13,3 Seasons,"Action & Adventure, Romance",An emotional journey of hope and resilience.
s3638,TV Show,The Crown 827,Álex Pina,Ryan Gosling|Chris Evans,France,26-Nov-24,2015,TV-MA,5 Seasons,"Comedy, Sci-Fi & Fantasy",A compelling story of courage and survival.
s3639,Movie,Narcos 859,Rawson Marshall Thurber,Jenna Ortega|Luis Guzmán,Canada,2-Sep-18,2026,R,121 min,"Thriller, Drama",A mystery unfolds with unexpected twists.
s3640,TV Show,Manifest 813,Anthony Russo,Ryan Gosling|Chris Evans,Japan,7-May-15,2010,R,8 Seasons,"Comedy, Drama",Friends face extraordinary challenges together.
s3641,TV Show,Lucifer 48,Harry Bradbeer,Millie Bobby Brown|Finn Wolfhard,South Korea,28-Apr-24,2018,PG-13,4 Seasons,"Documentaries, Romance",A compelling story of courage and survival.
s3642,TV Show,Bridgerton 867,Álex Pina,Ryan Reynolds|Gal Gadot,United Kingdom,21-Dec-22,2013,TV-MA,1 Seasons,"Comedy, Action & Adventure",Friends face extraordinary challenges together.
s3643,TV Show,Extraction 656,Hwang Dong-hyuk,Henry Cavill|Sam Claflin,Canada,30-Apr-21,2019,PG,5 Seasons,"Action & Adventure, Documentaries",A mystery unfolds with unexpected twists.
s3644,Movie,Squid Game 957,The Duffer Brothers,Millie Bobby Brown|Finn Wolfhard,Canada,17-Oct-20,2011,PG,137 min,"Documentaries, Thriller",A mystery unfolds with unexpected twists.
s3645,Movie,Squid Game 995,Tim Burton,Ryan Reynolds|Gal Gadot,Canada,3-Aug-22,1991,R,105 min,"Crime, Comedy",A compelling story of courage and survival.
s3646,TV Show,Lucifer 134,The Duffer Brothers,Jenna Ortega|Luis Guzmán,Japan,20-Jul-25,2014,R,3 Seasons,"Crime, Documentaries",An emotional journey of hope and resilience.
s3647,TV Show,The Irishman 754,Harry Bradbeer,Ryan Gosling|Chris Evans,France,11-Feb-21,1991,TV-14,1 Seasons,"Romance, Thriller",An emotional journey of hope and resilience.
s3648,Movie,Bridgerton 446,Harry Bradbeer,Millie Bobby Brown|Finn Wolfhard,South Korea,16-Mar-19,2024,TV-14,175 min,"Sci-Fi & Fantasy, Comedy",Friends face extraordinary challenges together.
s3649,Movie,Wednesday Files 851,Joe Russo,Chris Hemsworth|Rudhraksh Jaiswal,France,23-Oct-25,2012,TV-14,82 min,"Documentaries, Thriller",A mystery unfolds with unexpected twists.
s3650,TV Show,Lucifer 109,Joe Russo,Millie Bobby Brown|Finn Wolfhard,Brazil,28-Mar-21,1994,R,3 Seasons,"Comedy, Thriller",A thrilling adventure filled with suspense.
s3651,TV Show,Lucifer 823,Tim Burton,Robert De Niro|Al Pacino,Brazil,27-Jun-15,2001,PG,6 Seasons,"Drama, Documentaries",A mystery unfolds with unexpected twists.
s3652,Movie,Wednesday Files 488,The Duffer Brothers,Ryan Reynolds|Gal Gadot,Japan,30-Jul-24,2022,TV-14,119 min,"Thriller, Drama",A mystery unfolds with unexpected twists.
s3653,Movie,The Gray Man 221,Rawson Marshall Thurber,Ryan Reynolds|Gal Gadot,United Kingdom,2-Jun-16,2003,PG-13,77 min,"Sci-Fi & Fantasy, Comedy",A thrilling adventure filled with suspense.
s3654,TV Show,Wednesday Files 289,Shawn Levy,Henry Cavill|Sam Claflin,United States,2-Apr-21,1995,PG-13,3 Seasons,"Crime, Sci-Fi & Fantasy",An emotional journey of hope and resilience.
s3655,Movie,Outer Banks 868,Rawson Marshall Thurber,Ryan Gosling|Chris Evans,South Korea,30-Nov-18,1992,TV-14,90 min,"Comedy, Drama",An emotional journey of hope and resilience.
s3656,Movie,Wednesday Files 928,Shawn Levy,Millie Bobby Brown|Finn Wolfhard,France,13-May-25,2012,R,145 min,"Crime, Drama",A compelling story of courage and survival.
s3657,Movie,Enola Holmes 577,Martin Scorsese,Robert De Niro|Al Pacino,Brazil,25-Mar-19,2014,PG-13,78 min,"Romance, Crime",An emotional journey of hope and resilience.
s3658,TV Show,Outer Banks 971,Rawson Marshall Thurber,Úrsula Corberó|Álvaro Morte,Germany,12-Nov-19,2003,PG-13,3 Seasons,"Crime, Romance",Friends face extraordinary challenges together.
s3659,Movie,The Adam Project 395,Sam Hargrave,Lee Jung-jae|Park Hae-soo,Japan,27-Mar-26,2005,PG,142 min,"Crime, Drama",A thrilling adventure filled with suspense.
s3660,Movie,Bridgerton 487,Tim Burton,Chris Hemsworth|Rudhraksh Jaiswal,Japan,8-Jan-19,2026,TV-14,179 min,"Comedy, Thriller",A thrilling adventure filled with suspense.
s3661,TV Show,Dark 203,Tim Burton,Ryan Gosling|Chris Evans,Japan,27-May-22,1999,PG,1 Seasons,"Sci-Fi & Fantasy, Crime",An emotional journey of hope and resilience.
s3662,Movie,Stranger Things 405,The Duffer Brothers,Lee Jung-jae|Park Hae-soo,Japan,13-Jun-25,2005,R,163 min,"Sci-Fi & Fantasy, Romance",An emotional journey of hope and resilience.
s3663,Movie,Manifest 991,Joe Russo,Lee Jung-jae|Park Hae-soo,United Kingdom,5-Nov-18,2022,PG-13,177 min,"Documentaries, Action & Adventure",A mystery unfolds with unexpected twists.
s3664,TV Show,The Adam Project 19,Álex Pina,Ryan Gosling|Chris Evans,United Kingdom,2-Mar-16,2014,R,2 Seasons,"Romance, Action & Adventure",A thrilling adventure filled with suspense.
s3665,TV Show,Lucifer 226,Shawn Levy,Henry Cavill|Sam Claflin,United States,7-Feb-22,1999,TV-MA,2 Seasons,"Sci-Fi & Fantasy, Drama",Friends face extraordinary challenges together.
s3666,Movie,Bridgerton 826,Shawn Levy,Chris Hemsworth|Rudhraksh Jaiswal,United Kingdom,7-Mar-15,2007,TV-14,165 min,"Thriller, Documentaries",A compelling story of courage and survival.
s3667,Movie,Bridgerton 542,Shawn Levy,Millie Bobby Brown|Finn Wolfhard,Brazil,5-Mar-23,2015,TV-14,129 min,"Crime, Action & Adventure",A compelling story of courage and survival.
s3668,Movie,Dark 215,Shawn Levy,Chris Hemsworth|Rudhraksh Jaiswal,United States,13-Sep-19,1997,PG,149 min,"Sci-Fi & Fantasy, Action & Adventure",A mystery unfolds with unexpected twists.
s3669,TV Show,Enola Holmes 489,Martin Scorsese,Ryan Reynolds|Gal Gadot,India,20-Jan-17,2019,PG,4 Seasons,"Thriller, Drama",A mystery unfolds with unexpected twists.
s3670,TV Show,Lucifer 239,Martin Scorsese,Jenna Ortega|Luis Guzmán,India,16-Aug-15,2018,TV-14,7 Seasons,"Documentaries, Comedy",A thrilling adventure filled with suspense.
s3671,TV Show,Red Notice 101,Harry Bradbeer,Millie Bobby Brown|Finn Wolfhard,Brazil,14-Nov-16,2000,PG-13,1 Seasons,"Action & Adventure, Drama",An emotional journey of hope and resilience.
s3672,Movie,Red Notice 1,Joe Russo,Chris Hemsworth|Rudhraksh Jaiswal,Spain,8-Nov-20,2023,PG-13,95 min,"Crime, Action & Adventure",An emotional journey of hope and resilience.
s3673,TV Show,The Irishman 938,Harry Bradbeer,Robert De Niro|Al Pacino,India,10-Mar-16,2007,TV-14,7 Seasons,"Crime, Sci-Fi & Fantasy",A compelling story of courage and survival.
s3674,TV Show,Wednesday 850,The Duffer Brothers,Ryan Reynolds|Gal Gadot,United States,14-Nov-16,2009,PG,8 Seasons,"Drama, Documentaries",Friends face extraordinary challenges together.
s3675,Movie,Outer Banks 967,Anthony Russo,Ryan Gosling|Chris Evans,United States,10-Jul-17,1999,PG-13,83 min,"Romance, Sci-Fi & Fantasy",A thrilling adventure filled with suspense.
s3676,TV Show,Wednesday Files 448,Joe Russo,Ryan Reynolds|Gal Gadot,Canada,14-Nov-25,2006,R,8 Seasons,"Crime, Thriller",A thrilling adventure filled with suspense.
s3677,TV Show,Red Notice 858,Rawson Marshall Thurber,Jenna Ortega|Luis Guzmán,United Kingdom,6-Nov-22,2009,PG-13,8 Seasons,"Sci-Fi & Fantasy, Romance",A compelling story of courage and survival.
s3678,TV Show,The Crown 776,Shawn Levy,Lee Jung-jae|Park Hae-soo,Canada,21-Mar-26,2006,TV-MA,5 Seasons,"Action & Adventure, Thriller",A mystery unfolds with unexpected twists.
s3679,Movie,The Adam Project 576,The Duffer Brothers,Chris Hemsworth|Rudhraksh Jaiswal,France,6-Aug-17,1993,PG,176 min,"Drama, Documentaries",An emotional journey of hope and resilience.
s3680,TV Show,Lucifer 44,The Duffer Brothers,Jenna Ortega|Luis Guzmán,France,10-Dec-22,2021,R,6 Seasons,"Romance, Documentaries",Friends face extraordinary challenges together.
s3681,Movie,The Adam Project 94,Rawson Marshall Thurber,Millie Bobby Brown|Finn Wolfhard,United Kingdom,27-Jan-21,2006,TV-14,108 min,"Romance, Thriller",A compelling story of courage and survival.
s3682,Movie,Extraction 67,Anthony Russo,Chris Hemsworth|Rudhraksh Jaiswal,Spain,9-Oct-22,2018,R,164 min,"Romance, Documentaries",A thrilling adventure filled with suspense.
s3683,TV Show,Extraction 301,Tim Burton,Millie Bobby Brown|Finn Wolfhard,India,18-Dec-24,2016,R,5 Seasons,"Comedy, Action & Adventure",A thrilling adventure filled with suspense.
s3684,Movie,You 81,Álex Pina,Ryan Reynolds|Gal Gadot,United States,28-Jul-23,2017,R,131 min,"Comedy, Action & Adventure",A thrilling adventure filled with suspense.
s3685,TV Show,Stranger Things 688,Sam Hargrave,Lee Jung-jae|Park Hae-soo,France,5-Aug-25,2016,TV-MA,6 Seasons,"Drama, Action & Adventure",Friends face extraordinary challenges together.
s3686,Movie,Ozark 39,Martin Scorsese,Lee Jung-jae|Park Hae-soo,France,15-Nov-16,1990,TV-MA,133 min,"Documentaries, Action & Adventure",A compelling story of courage and survival.
s3687,Movie,Lucifer 567,Rawson Marshall Thurber,Jenna Ortega|Luis Guzmán,Germany,24-Jan-25,2008,PG,75 min,"Crime, Thriller",A mystery unfolds with unexpected twists.
s3688,Movie,Lucifer 494,Martin Scorsese,Ryan Gosling|Chris Evans,France,6-Aug-24,2021,TV-14,142 min,"Comedy, Sci-Fi & Fantasy",A thrilling adventure filled with suspense.
s3689,Movie,The Adam Project 601,Shawn Levy,Millie Bobby Brown|Finn Wolfhard,Spain,20-Mar-20,1990,R,145 min,"Action & Adventure, Drama",Friends face extraordinary challenges together.
s3690,Movie,Dark 638,Álex Pina,Henry Cavill|Sam Claflin,Spain,18-Dec-18,2002,PG-13,132 min,"Documentaries, Action & Adventure",A compelling story of courage and survival.
s3691,Movie,Dark 608,Hwang Dong-hyuk,Millie Bobby Brown|Finn Wolfhard,South Korea,4-Jan-16,2019,PG-13,96 min,"Drama, Documentaries",A thrilling adventure filled with suspense.
s3692,Movie,Stranger Things 63,The Duffer Brothers,Úrsula Corberó|Álvaro Morte,France,31-Jan-24,1996,TV-MA,118 min,"Drama, Comedy",Friends face extraordinary challenges together.
s3693,TV Show,Narcos 896,Harry Bradbeer,Jenna Ortega|Luis Guzmán,United States,26-Jul-16,2015,TV-14,1 Seasons,"Documentaries, Drama",A thrilling adventure filled with suspense.
s3694,TV Show,Wednesday Files 109,Anthony Russo,Chris Hemsworth|Rudhraksh Jaiswal,France,21-Nov-22,2018,PG-13,6 Seasons,"Comedy, Thriller",A mystery unfolds with unexpected twists.
s3695,Movie,Dark 555,Joe Russo,Úrsula Corberó|Álvaro Morte,France,7-Feb-24,1993,TV-14,148 min,"Crime, Comedy",A mystery unfolds with unexpected twists.
s3696,TV Show,Extraction 634,Tim Burton,Jenna Ortega|Luis Guzmán,Canada,28-Mar-18,2007,PG,4 Seasons,"Drama, Romance",An emotional journey of hope and resilience.
s3697,Movie,Red Notice 628,Álex Pina,Henry Cavill|Sam Claflin,Japan,6-Jan-21,2003,R,124 min,"Documentaries, Drama",An emotional journey of hope and resilience.
s3698,Movie,Money Heist 773,Martin Scorsese,Ryan Reynolds|Gal Gadot,United States,13-Jun-21,2017,PG-13,156 min,"Crime, Sci-Fi & Fantasy",Friends face extraordinary challenges together.
s3699,TV Show,Red Notice 775,Martin Scorsese,Millie Bobby Brown|Finn Wolfhard,France,10-Mar-20,1993,TV-14,4 Seasons,"Crime, Romance",A mystery unfolds with unexpected twists.
s3700,Movie,Extraction 394,Rawson Marshall Thurber,Úrsula Corberó|Álvaro Morte,Japan,19-Feb-26,2013,R,165 min,"Drama, Action & Adventure",Friends face extraordinary challenges together.
s3701,TV Show,You 842,Sam Hargrave,Ryan Reynolds|Gal Gadot,South Korea,23-Jan-22,2020,TV-MA,1 Seasons,"Action & Adventure, Thriller",An emotional journey of hope and resilience.
s3702,Movie,The Crown 270,Anthony Russo,Chris Hemsworth|Rudhraksh Jaiswal,Spain,20-Mar-25,1990,TV-MA,95 min,"Crime, Documentaries",A compelling story of courage and survival.
s3703,Movie,Lucifer 337,Rawson Marshall Thurber,Lee Jung-jae|Park Hae-soo,Spain,9-May-22,2024,R,154 min,"Drama, Sci-Fi & Fantasy",Friends face extraordinary challenges together.
s3704,Movie,Red Notice 392,Tim Burton,Henry Cavill|Sam Claflin,United Kingdom,23-Nov-21,2022,PG,137 min,"Drama, Thriller",A thrilling adventure filled with suspense.
s3705,TV Show,The Irishman 14,Anthony Russo,Jenna Ortega|Luis Guzmán,Germany,7-Jan-20,2013,TV-MA,6 Seasons,"Crime, Romance",Friends face extraordinary challenges together.
s3706,Movie,Ozark 161,Rawson Marshall Thurber,Lee Jung-jae|Park Hae-soo,India,25-Mar-19,1995,PG-13,89 min,"Documentaries, Crime",Friends face extraordinary challenges together.
s3707,Movie,Money Heist 214,Hwang Dong-hyuk,Chris Hemsworth|Rudhraksh Jaiswal,Germany,8-Feb-23,2007,TV-MA,167 min,"Drama, Action & Adventure",A compelling story of courage and survival.
s3708,TV Show,Red Notice 992,Martin Scorsese,Lee Jung-jae|Park Hae-soo,South Korea,7-Nov-17,1992,PG,2 Seasons,"Crime, Drama",Friends face extraordinary challenges together.
s3709,TV Show,Stranger Things 485,Joe Russo,Jenna Ortega|Luis Guzmán,France,7-Nov-19,2025,R,4 Seasons,"Sci-Fi & Fantasy, Thriller",A thrilling adventure filled with suspense.
s3710,TV Show,Outer Banks 959,Tim Burton,Robert De Niro|Al Pacino,United Kingdom,11-Dec-15,2003,R,4 Seasons,"Drama, Thriller",A compelling story of courage and survival.
s3711,TV Show,The Crown 831,Martin Scorsese,Lee Jung-jae|Park Hae-soo,India,16-Jun-19,1999,PG,7 Seasons,"Comedy, Documentaries",A mystery unfolds with unexpected twists.
s3712,Movie,Wednesday Files 89,Tim Burton,Robert De Niro|Al Pacino,Germany,30-Aug-21,1994,R,153 min,"Thriller, Documentaries",A mystery unfolds with unexpected twists.
s3713,TV Show,The Adam Project 213,Joe Russo,Robert De Niro|Al Pacino,Spain,29-Aug-24,1995,PG,4 Seasons,"Crime, Documentaries",An emotional journey of hope and resilience.
s3714,TV Show,You 779,Shawn Levy,Robert De Niro|Al Pacino,United States,8-Jun-24,2024,R,6 Seasons,"Crime, Drama",Friends face extraordinary challenges together.
s3715,TV Show,You 459,Hwang Dong-hyuk,Henry Cavill|Sam Claflin,Brazil,2-Jun-17,2020,PG-13,4 Seasons,"Thriller, Comedy",A compelling story of courage and survival.
s3716,Movie,Squid Game 160,Sam Hargrave,Úrsula Corberó|Álvaro Morte,Spain,6-Mar-15,2023,R,100 min,"Thriller, Drama",An emotional journey of hope and resilience.
s3717,TV Show,Ozark 28,Hwang Dong-hyuk,Jenna Ortega|Luis Guzmán,Japan,4-Apr-18,1991,PG,1 Seasons,"Drama, Documentaries",Friends face extraordinary challenges together.
s3718,Movie,Narcos 440,The Duffer Brothers,Millie Bobby Brown|Finn Wolfhard,Japan,7-Oct-24,1992,PG-13,174 min,"Action & Adventure, Thriller",A compelling story of courage and survival.
s3719,Movie,Lucifer 752,The Duffer Brothers,Ryan Gosling|Chris Evans,France,20-Jan-22,2002,PG-13,134 min,"Drama, Action & Adventure",A thrilling adventure filled with suspense.
s3720,TV Show,You 794,The Duffer Brothers,Jenna Ortega|Luis Guzmán,Spain,19-Apr-16,2002,TV-MA,4 Seasons,"Documentaries, Drama",A compelling story of courage and survival.
s3721,Movie,Lucifer 52,Harry Bradbeer,Lee Jung-jae|Park Hae-soo,Canada,30-May-25,1996,R,112 min,"Romance, Comedy",A compelling story of courage and survival.
s3722,Movie,The Crown 860,Sam Hargrave,Ryan Gosling|Chris Evans,Japan,16-May-26,2023,TV-14,147 min,"Comedy, Thriller",An emotional journey of hope and resilience.
s3723,TV Show,Narcos 794,Joe Russo,Henry Cavill|Sam Claflin,Germany,23-Apr-15,1994,TV-14,1 Seasons,"Documentaries, Sci-Fi & Fantasy",A compelling story of courage and survival.
s3724,TV Show,The Irishman 558,Harry Bradbeer,Millie Bobby Brown|Finn Wolfhard,France,15-Apr-23,2010,R,3 Seasons,"Drama, Thriller",An emotional journey of hope and resilience.
s3725,Movie,Wednesday Files 138,Tim Burton,Millie Bobby Brown|Finn Wolfhard,India,31-Jan-25,2019,R,161 min,"Documentaries, Drama",A thrilling adventure filled with suspense.
s3726,Movie,Manifest 218,Rawson Marshall Thurber,Henry Cavill|Sam Claflin,United States,25-May-16,2024,PG,80 min,"Sci-Fi & Fantasy, Action & Adventure",An emotional journey of hope and resilience.
s3727,TV Show,You 253,Sam Hargrave,Millie Bobby Brown|Finn Wolfhard,France,3-Feb-21,2010,R,1 Seasons,"Romance, Crime",A mystery unfolds with unexpected twists.
s3728,Movie,The Irishman 103,Sam Hargrave,Chris Hemsworth|Rudhraksh Jaiswal,Germany,5-May-16,1991,PG-13,124 min,"Romance, Crime",A mystery unfolds with unexpected twists.
s3729,TV Show,Wednesday Files 906,Hwang Dong-hyuk,Lee Jung-jae|Park Hae-soo,South Korea,7-Mar-22,2004,TV-MA,1 Seasons,"Documentaries, Crime",An emotional journey of hope and resilience.
s3730,Movie,Bridgerton 537,Tim Burton,Robert De Niro|Al Pacino,Spain,30-Sep-19,2018,TV-MA,164 min,"Action & Adventure, Thriller",An emotional journey of hope and resilience.
s3731,TV Show,Wednesday 342,Anthony Russo,Lee Jung-jae|Park Hae-soo,Germany,11-Jun-21,1996,TV-14,1 Seasons,"Documentaries, Comedy",A compelling story of courage and survival.
s3732,TV Show,Lucifer 685,Anthony Russo,Ryan Gosling|Chris Evans,United Kingdom,5-Sep-17,2007,PG-13,3 Seasons,"Sci-Fi & Fantasy, Crime",Friends face extraordinary challenges together.
s3733,Movie,Lucifer 558,Tim Burton,Lee Jung-jae|Park Hae-soo,Spain,30-Jun-17,1992,PG,100 min,"Documentaries, Thriller",A mystery unfolds with unexpected twists.
s3734,Movie,Red Notice 944,Álex Pina,Henry Cavill|Sam Claflin,South Korea,5-Dec-21,2015,PG,79 min,"Drama, Romance",A compelling story of courage and survival.
s3735,TV Show,The Adam Project 417,Joe Russo,Jenna Ortega|Luis Guzmán,India,26-Jan-25,2021,R,8 Seasons,"Crime, Romance",A mystery unfolds with unexpected twists.
s3736,TV Show,Ozark 680,Rawson Marshall Thurber,Jenna Ortega|Luis Guzmán,South Korea,2-Feb-22,2011,R,3 Seasons,"Romance, Thriller",A mystery unfolds with unexpected twists.
s3737,Movie,Outer Banks 622,Martin Scorsese,Lee Jung-jae|Park Hae-soo,United Kingdom,3-Jan-19,1998,PG-13,153 min,"Documentaries, Sci-Fi & Fantasy",Friends face extraordinary challenges together.
s3738,Movie,Money Heist 322,Rawson Marshall Thurber,Chris Hemsworth|Rudhraksh Jaiswal,Spain,12-Jul-15,2023,TV-14,130 min,"Documentaries, Crime",A thrilling adventure filled with suspense.
s3739,TV Show,Wednesday Files 139,Sam Hargrave,Henry Cavill|Sam Claflin,Brazil,22-Apr-20,2023,PG-13,4 Seasons,"Action & Adventure, Comedy",Friends face extraordinary challenges together.
s3740,TV Show,The Crown 192,Hwang Dong-hyuk,Ryan Gosling|Chris Evans,France,28-Mar-26,1995,TV-MA,7 Seasons,"Thriller, Action & Adventure",A mystery unfolds with unexpected twists.
s3741,TV Show,You 54,The Duffer Brothers,Millie Bobby Brown|Finn Wolfhard,Spain,10-Jan-21,2021,TV-MA,8 Seasons,"Sci-Fi & Fantasy, Romance",An emotional journey of hope and resilience.
s3742,Movie,Lucifer 238,Harry Bradbeer,Robert De Niro|Al Pacino,United States,8-Apr-18,2015,TV-MA,127 min,"Drama, Crime",A compelling story of courage and survival.
s3743,Movie,The Crown 883,Rawson Marshall Thurber,Ryan Gosling|Chris Evans,United States,6-Aug-24,2017,TV-MA,180 min,"Sci-Fi & Fantasy, Documentaries",A compelling story of courage and survival.
s3744,Movie,Wednesday Files 109,Joe Russo,Ryan Gosling|Chris Evans,Canada,20-Jan-16,2010,PG,75 min,"Crime, Action & Adventure",A thrilling adventure filled with suspense.
s3745,Movie,Lucifer 907,The Duffer Brothers,Millie Bobby Brown|Finn Wolfhard,France,26-Feb-17,1998,PG-13,81 min,"Sci-Fi & Fantasy, Romance",A thrilling adventure filled with suspense.
s3746,Movie,The Irishman 842,Tim Burton,Robert De Niro|Al Pacino,Germany,22-Jan-22,2026,R,157 min,"Documentaries, Crime",A thrilling adventure filled with suspense.
s3747,Movie,The Irishman 112,Joe Russo,Ryan Gosling|Chris Evans,Canada,13-Jun-19,2015,R,138 min,"Comedy, Drama",A mystery unfolds with unexpected twists.
s3748,Movie,Wednesday 886,Shawn Levy,Lee Jung-jae|Park Hae-soo,India,23-Jan-24,2003,PG,155 min,"Drama, Crime",A thrilling adventure filled with suspense.
s3749,TV Show,The Crown 277,Tim Burton,Jenna Ortega|Luis Guzmán,Japan,3-Jul-15,2016,PG,1 Seasons,"Thriller, Action & Adventure",An emotional journey of hope and resilience.
s3750,TV Show,Stranger Things 940,Joe Russo,Robert De Niro|Al Pacino,United States,4-Aug-22,2010,TV-14,7 Seasons,"Sci-Fi & Fantasy, Thriller",A mystery unfolds with unexpected twists.
s3751,TV Show,The Crown 16,Tim Burton,Henry Cavill|Sam Claflin,Canada,31-Oct-16,2026,PG,2 Seasons,"Thriller, Crime",An emotional journey of hope and resilience.
s3752,TV Show,Wednesday Files 655,The Duffer Brothers,Lee Jung-jae|Park Hae-soo,Canada,21-Jan-23,2026,TV-14,6 Seasons,"Drama, Action & Adventure",A compelling story of courage and survival.
s3753,TV Show,Manifest 756,Tim Burton,Úrsula Corberó|Álvaro Morte,United States,2-Sep-18,1996,PG-13,6 Seasons,"Sci-Fi & Fantasy, Crime",A thrilling adventure filled with suspense.
s3754,Movie,Stranger Things 618,Álex Pina,Lee Jung-jae|Park Hae-soo,South Korea,9-Jul-20,2008,PG,159 min,"Thriller, Comedy",A thrilling adventure filled with suspense.
s3755,TV Show,Manifest 439,Álex Pina,Millie Bobby Brown|Finn Wolfhard,United States,29-Mar-25,2008,PG-13,6 Seasons,"Documentaries, Comedy",Friends face extraordinary challenges together.
s3756,TV Show,Stranger Things 806,The Duffer Brothers,Úrsula Corberó|Álvaro Morte,South Korea,13-Oct-25,1996,R,5 Seasons,"Drama, Thriller",A mystery unfolds with unexpected twists.
s3757,Movie,Wednesday Files 587,Álex Pina,Henry Cavill|Sam Claflin,South Korea,21-Sep-15,2008,TV-14,77 min,"Action & Adventure, Sci-Fi & Fantasy",An emotional journey of hope and resilience.
s3758,Movie,Squid Game 135,Shawn Levy,Jenna Ortega|Luis Guzmán,Germany,4-Jul-23,1998,PG-13,83 min,"Crime, Sci-Fi & Fantasy",Friends face extraordinary challenges together.
s3759,TV Show,The Adam Project 529,Hwang Dong-hyuk,Chris Hemsworth|Rudhraksh Jaiswal,United States,14-Jan-19,2011,PG,1 Seasons,"Documentaries, Sci-Fi & Fantasy",An emotional journey of hope and resilience.
s3760,Movie,Enola Holmes 271,Harry Bradbeer,Robert De Niro|Al Pacino,France,8-Nov-20,2012,TV-MA,121 min,"Action & Adventure, Romance",A thrilling adventure filled with suspense.
s3761,TV Show,Squid Game 58,Álex Pina,Ryan Reynolds|Gal Gadot,Germany,12-Dec-20,1991,PG-13,4 Seasons,"Thriller, Drama",A thrilling adventure filled with suspense.
s3762,TV Show,Ozark 956,Álex Pina,Henry Cavill|Sam Claflin,South Korea,9-May-20,2010,R,5 Seasons,"Drama, Crime",A mystery unfolds with unexpected twists.
s3763,Movie,Stranger Things 536,Tim Burton,Chris Hemsworth|Rudhraksh Jaiswal,India,8-Oct-17,1994,TV-14,163 min,"Romance, Action & Adventure",A thrilling adventure filled with suspense.
s3764,Movie,Wednesday 328,Rawson Marshall Thurber,Millie Bobby Brown|Finn Wolfhard,Japan,17-Jun-26,2025,R,159 min,"Thriller, Romance",A mystery unfolds with unexpected twists.
s3765,TV Show,Extraction 379,Martin Scorsese,Lee Jung-jae|Park Hae-soo,United States,8-Dec-25,2013,TV-MA,1 Seasons,"Romance, Comedy",A mystery unfolds with unexpected twists.
s3766,Movie,Narcos 184,Rawson Marshall Thurber,Úrsula Corberó|Álvaro Morte,United Kingdom,14-Dec-24,2017,PG,98 min,"Documentaries, Comedy",A compelling story of courage and survival.
s3767,TV Show,Lucifer 42,Álex Pina,Henry Cavill|Sam Claflin,Brazil,22-Sep-20,2005,PG-13,1 Seasons,"Documentaries, Thriller",Friends face extraordinary challenges together.
s3768,Movie,Wednesday Files 604,Hwang Dong-hyuk,Ryan Gosling|Chris Evans,Spain,13-Apr-19,2014,R,164 min,"Comedy, Romance",An emotional journey of hope and resilience.
s3769,TV Show,Squid Game 111,Harry Bradbeer,Henry Cavill|Sam Claflin,Spain,20-Mar-21,2022,PG,6 Seasons,"Documentaries, Crime",An emotional journey of hope and resilience.
s3770,Movie,Narcos 828,Tim Burton,Ryan Reynolds|Gal Gadot,India,18-Sep-18,2016,PG,142 min,"Comedy, Action & Adventure",An emotional journey of hope and resilience.
s3771,TV Show,The Adam Project 458,The Duffer Brothers,Lee Jung-jae|Park Hae-soo,India,20-Oct-25,2013,PG,3 Seasons,"Thriller, Comedy",A thrilling adventure filled with suspense.
s3772,Movie,Outer Banks 964,Sam Hargrave,Chris Hemsworth|Rudhraksh Jaiswal,Spain,1-Jan-25,2009,PG-13,157 min,"Crime, Thriller",A compelling story of courage and survival.
s3773,TV Show,Narcos 370,Harry Bradbeer,Ryan Reynolds|Gal Gadot,United Kingdom,4-Jun-25,1997,TV-MA,2 Seasons,"Drama, Romance",A compelling story of courage and survival.
s3774,Movie,The Adam Project 679,Hwang Dong-hyuk,Robert De Niro|Al Pacino,Germany,6-Jul-24,2019,TV-MA,138 min,"Drama, Action & Adventure",A compelling story of courage and survival.
s3775,Movie,Manifest 920,Harry Bradbeer,Ryan Reynolds|Gal Gadot,France,6-Feb-20,2002,TV-MA,116 min,"Drama, Action & Adventure",A thrilling adventure filled with suspense.
s3776,TV Show,The Irishman 748,The Duffer Brothers,Lee Jung-jae|Park Hae-soo,Brazil,2-Sep-19,2000,PG-13,7 Seasons,"Sci-Fi & Fantasy, Crime",A mystery unfolds with unexpected twists.
s3777,Movie,Manifest 693,Hwang Dong-hyuk,Lee Jung-jae|Park Hae-soo,Canada,12-Nov-23,2002,TV-MA,97 min,"Comedy, Crime",Friends face extraordinary challenges together.
s3778,Movie,The Gray Man 552,Álex Pina,Jenna Ortega|Luis Guzmán,United States,1-Nov-20,2018,PG,160 min,"Documentaries, Sci-Fi & Fantasy",A thrilling adventure filled with suspense.
s3779,Movie,Squid Game 670,Hwang Dong-hyuk,Millie Bobby Brown|Finn Wolfhard,India,21-Sep-21,2026,PG-13,114 min,"Sci-Fi & Fantasy, Action & Adventure",An emotional journey of hope and resilience.
s3780,TV Show,The Gray Man 567,Rawson Marshall Thurber,Ryan Reynolds|Gal Gadot,Brazil,22-Nov-20,1999,PG-13,3 Seasons,"Documentaries, Crime",A compelling story of courage and survival.
